run,pop,Herbicide,Dose,rep,count,biomass,count_red,bio_red
1,A11,S-metolachlor,1x,4,0,0,1,1
1,A11,Mesotrione,1x,1,0,0,1,1
1,A11,Mesotrione,1x,2,0,0,1,1
1,A11,Mesotrione,1x,3,0,0,1,1
1,A11,Mesotrione,1x,4,0,0,1,1
1,A11,Fomesafen,3x,1,0,0,1,1
1,A11,Fomesafen,3x,2,0,0,1,1
1,A11,Fomesafen,3x,3,0,0,1,1
1,A11,Fomesafen,3x,4,0,0,1,1
1,A11,S-metolachlor,3x,1,0,0,1,1
1,A11,S-metolachlor,3x,2,0,0,1,1
1,A11,S-metolachlor,3x,3,0,0,1,1
1,A11,S-metolachlor,3x,4,0,0,1,1
1,A11,Mesotrione,3x,1,0,0,1,1
1,A11,Mesotrione,3x,2,0,0,1,1
1,A11,Mesotrione,3x,3,0,0,1,1
1,A11,Mesotrione,3x,4,0,0,1,1
1,A15,Fomesafen,0.5x,1,0,0,1,1
1,A15,Fomesafen,0.5x,2,0,0,1,1
1,A15,Fomesafen,0.5x,3,0,0,1,1
1,A15,Fomesafen,0.5x,4,0,0,1,1
1,A15,S-metolachlor,0.5x,1,0,0,1,1
1,A15,S-metolachlor,0.5x,2,0,0,1,1
1,A15,S-metolachlor,0.5x,3,0,0,1,1
1,A15,S-metolachlor,0.5x,4,0,0,1,1
1,A15,Mesotrione,0.5x,1,0,0,1,1
1,A15,Mesotrione,0.5x,2,0,0,1,1
1,A15,Mesotrione,0.5x,3,0,0,1,1
1,A15,Mesotrione,0.5x,4,0,0,1,1
1,A15,Fomesafen,1x,1,0,0,1,1
1,A15,Fomesafen,1x,2,0,0,1,1
1,A15,Fomesafen,1x,3,0,0,1,1
1,A15,Fomesafen,1x,4,0,0,1,1
1,A15,S-metolachlor,1x,1,0,0,1,1
1,A15,S-metolachlor,1x,2,0,0,1,1
1,A15,S-metolachlor,1x,3,0,0,1,1
1,A15,S-metolachlor,1x,4,0,0,1,1
1,A15,Mesotrione,1x,1,0,0,1,1
1,A15,Mesotrione,1x,2,0,0,1,1
1,A15,Mesotrione,1x,3,0,0,1,1
1,A15,Mesotrione,1x,4,0,0,1,1
1,A15,Fomesafen,3x,1,0,0,1,1
1,A15,Fomesafen,3x,2,0,0,1,1
1,A15,Fomesafen,3x,3,0,0,1,1
1,A15,Fomesafen,3x,4,0,0,1,1
1,A15,S-metolachlor,3x,1,0,0,1,1
1,A15,S-metolachlor,3x,2,0,0,1,1
1,A15,S-metolachlor,3x,3,0,0,1,1
1,A15,S-metolachlor,3x,4,0,0,1,1
1,A15,Mesotrione,3x,1,0,0,1,1
1,A15,Mesotrione,3x,2,0,0,1,1
1,A15,Mesotrione,3x,3,0,0,1,1
1,A15,Mesotrione,3x,4,0,0,1,1
1,A17,Fomesafen,0.5x,1,1,0.0204,0.968,0.965539085
1,A17,Fomesafen,0.5x,2,0,0,1,1
1,A17,Fomesafen,0.5x,3,0,0,1,1
1,A17,Fomesafen,0.5x,4,0,0,1,1
1,A17,S-metolachlor,0.5x,1,0,0,1,1
1,A17,S-metolachlor,0.5x,2,0,0,1,1
1,A17,S-metolachlor,0.5x,3,0,0,1,1
1,A17,S-metolachlor,0.5x,4,0,0,1,1
1,A17,Mesotrione,0.5x,1,0,0,1,1
1,A17,Mesotrione,0.5x,2,0,0,1,1
1,A17,Mesotrione,0.5x,3,0,0,1,1
1,A17,Mesotrione,0.5x,4,0,0,1,1
1,A17,Fomesafen,1x,1,0,0,1,1
1,A17,Fomesafen,1x,2,0,0,1,1
1,A17,Fomesafen,1x,3,0,0,1,1
1,A17,Fomesafen,1x,4,0,0,1,1
1,A17,S-metolachlor,1x,1,0,0,1,1
1,A17,S-metolachlor,1x,2,0,0,1,1
1,A17,S-metolachlor,1x,3,0,0,1,1
1,A17,S-metolachlor,1x,4,0,0,1,1
1,A17,Mesotrione,1x,1,0,0,1,1
1,A17,Mesotrione,1x,2,0,0,1,1
1,A17,Mesotrione,1x,3,0,0,1,1
1,A17,Mesotrione,1x,4,0,0,1,1
1,A17,Fomesafen,3x,1,0,0,1,1
1,A17,Fomesafen,3x,2,0,0,1,1
1,A17,Fomesafen,3x,3,0,0,1,1
1,A17,Fomesafen,3x,4,0,0,1,1
1,A17,S-metolachlor,3x,1,0,0,1,1
1,A17,S-metolachlor,3x,2,0,0,1,1
1,A17,S-metolachlor,3x,3,0,0,1,1
1,A17,S-metolachlor,3x,4,0,0,1,1
1,A17,Mesotrione,3x,1,0,0,1,1
1,A17,Mesotrione,3x,2,0,0,1,1
1,A17,Mesotrione,3x,3,0,0,1,1
1,A17,Mesotrione,3x,4,0,0,1,1
1,A18,Fomesafen,0.5x,1,0,0,1,1
1,A18,Fomesafen,0.5x,2,0,0,1,1
1,A18,Fomesafen,0.5x,3,0,0,1,1
1,A18,Fomesafen,0.5x,4,0,0,1,1
1,A18,S-metolachlor,0.5x,1,0,0,1,1
1,A18,S-metolachlor,0.5x,2,0,0,1,1
1,A18,S-metolachlor,0.5x,3,0,0,1,1
1,A18,S-metolachlor,0.5x,4,0,0,1,1
1,A18,Mesotrione,0.5x,1,0,0,1,1
1,A18,Mesotrione,0.5x,2,0,0,1,1
1,A18,Mesotrione,0.5x,3,0,0,1,1
1,A18,Mesotrione,0.5x,4,0,0,1,1
1,A18,Fomesafen,1x,1,0,0,1,1
1,A18,Fomesafen,1x,2,0,0,1,1
1,A18,Fomesafen,1x,3,0,0,1,1
1,A18,Fomesafen,1x,4,0,0,1,1
1,A18,S-metolachlor,1x,1,0,0,1,1
1,A18,S-metolachlor,1x,2,0,0,1,1
1,A18,S-metolachlor,1x,3,0,0,1,1
1,A18,S-metolachlor,1x,4,0,0,1,1
1,A18,Mesotrione,1x,1,0,0,1,1
1,A18,Mesotrione,1x,2,0,0,1,1
1,A18,Mesotrione,1x,3,0,0,1,1
1,A18,Mesotrione,1x,4,0,0,1,1
1,A18,Fomesafen,3x,1,0,0,1,1
1,A18,Fomesafen,3x,2,0,0,1,1
1,A18,Fomesafen,3x,3,0,0,1,1
1,A18,Fomesafen,3x,4,0,0,1,1
1,A18,S-metolachlor,3x,1,0,0,1,1
1,A18,S-metolachlor,3x,2,0,0,1,1
1,A18,S-metolachlor,3x,3,0,0,1,1
1,A18,S-metolachlor,3x,4,0,0,1,1
1,A18,Mesotrione,3x,1,0,0,1,1
1,A18,Mesotrione,3x,2,0,0,1,1
1,A18,Mesotrione,3x,3,0,0,1,1
1,A18,Mesotrione,3x,4,0,0,1,1
1,A20,Fomesafen,0.5x,1,0,0,1,1
1,A20,Fomesafen,0.5x,2,2,0.7261,0.822222222,0.186237427
1,A20,Fomesafen,0.5x,3,3,0.1706,0.733333333,0.80880334
1,A20,Fomesafen,0.5x,4,1,0.0142,0.911111111,0.984085624
1,A20,S-metolachlor,0.5x,1,0,0,1,1
1,A20,S-metolachlor,0.5x,2,0,0,1,1
1,A20,S-metolachlor,0.5x,3,1,0.0117,0.911111111,0.986887451
1,A20,S-metolachlor,0.5x,4,0,0,1,1
1,A20,Mesotrione,0.5x,1,0,0,1,1
1,A20,Mesotrione,0.5x,2,0,0,1,1
1,A20,Mesotrione,0.5x,3,0,0,1,1
1,A20,Mesotrione,0.5x,4,1,0.0396,0.911111111,0.955619064
1,A20,Fomesafen,1x,1,0,0,1,1
1,A20,Fomesafen,1x,2,2,0.0173,0.822222222,0.980611359
1,A20,Fomesafen,1x,3,0,0,1,1
1,A20,Fomesafen,1x,4,0,0,1,1
1,A20,S-metolachlor,1x,1,0,0,1,1
1,A20,S-metolachlor,1x,2,0,0,1,1
1,A20,S-metolachlor,1x,3,0,0,1,1
1,A20,S-metolachlor,1x,4,0,0,1,1
1,A20,Mesotrione,1x,1,0,0,1,1
1,A20,Mesotrione,1x,2,0,0,1,1
1,A20,Mesotrione,1x,3,0,0,1,1
1,A20,Mesotrione,1x,4,0,0,1,1
1,A20,Fomesafen,3x,1,0,0,1,1
1,A20,Fomesafen,3x,2,0,0,1,1
1,A20,Fomesafen,3x,3,0,0,1,1
1,A20,Fomesafen,3x,4,0,0,1,1
1,A20,S-metolachlor,3x,1,0,0,1,1
1,A20,S-metolachlor,3x,2,0,0,1,1
1,A20,S-metolachlor,3x,3,0,0,1,1
1,A20,S-metolachlor,3x,4,0,0,1,1
1,A20,Mesotrione,3x,1,0,0,1,1
1,A20,Mesotrione,3x,2,0,0,1,1
1,A20,Mesotrione,3x,3,0,0,1,1
1,A20,Mesotrione,3x,4,0,0,1,1
1,A22,Fomesafen,0.5x,1,0,0,1,1
1,A22,Fomesafen,0.5x,2,1,0.0044,0.96039604,0.995692082
1,A22,Fomesafen,0.5x,3,0,0,1,1
1,A22,Fomesafen,0.5x,4,0,0,1,1
1,A22,S-metolachlor,0.5x,1,0,0,1,1
1,A22,S-metolachlor,0.5x,2,0,0,1,1
1,A22,S-metolachlor,0.5x,3,0,0,1,1
1,A22,S-metolachlor,0.5x,4,0,0,1,1
1,A22,Mesotrione,0.5x,1,0,0,1,1
1,A22,Mesotrione,0.5x,2,0,0,1,1
1,A22,Mesotrione,0.5x,3,0,0,1,1
1,A22,Mesotrione,0.5x,4,0,0,1,1
1,A22,Fomesafen,1x,1,0,0,1,1
1,A22,Fomesafen,1x,2,0,0,1,1
1,A22,Fomesafen,1x,3,0,0,1,1
1,A22,Fomesafen,1x,4,0,0,1,1
1,A22,S-metolachlor,1x,1,0,0,1,1
1,A22,S-metolachlor,1x,2,0,0,1,1
1,A22,S-metolachlor,1x,3,0,0,1,1
1,A22,S-metolachlor,1x,4,0,0,1,1
1,A22,Mesotrione,1x,1,0,0,1,1
1,A22,Mesotrione,1x,2,0,0,1,1
1,A22,Mesotrione,1x,3,0,0,1,1
1,A22,Mesotrione,1x,4,0,0,1,1
1,A22,Fomesafen,3x,1,0,0,1,1
1,A22,Fomesafen,3x,2,0,0,1,1
1,A22,Fomesafen,3x,3,0,0,1,1
1,A22,Fomesafen,3x,4,0,0,1,1
1,A22,S-metolachlor,3x,1,0,0,1,1
1,A22,S-metolachlor,3x,2,0,0,1,1
1,A22,S-metolachlor,3x,3,0,0,1,1
1,A22,S-metolachlor,3x,4,0,0,1,1
1,A22,Mesotrione,3x,1,0,0,1,1
1,A22,Mesotrione,3x,2,0,0,1,1
1,A22,Mesotrione,3x,3,0,0,1,1
1,A22,Mesotrione,3x,4,0,0,1,1
1,A23,Fomesafen,0.5x,1,0,0,1,1
1,A23,Fomesafen,0.5x,2,0,0,1,1
1,A23,Fomesafen,0.5x,3,1,0.0826,0.733333333,0.648660145
1,A23,Fomesafen,0.5x,4,0,0,1,1
1,A23,S-metolachlor,0.5x,1,0,0,1,1
1,A23,S-metolachlor,0.5x,2,0,0,1,1
1,A23,S-metolachlor,0.5x,3,0,0,1,1
1,A23,S-metolachlor,0.5x,4,0,0,1,1
1,A23,Mesotrione,0.5x,1,0,0,1,1
1,A23,Mesotrione,0.5x,2,0,0,1,1
1,A23,Mesotrione,0.5x,3,0,0,1,1
1,A23,Mesotrione,0.5x,4,0,0,1,1
1,A23,Fomesafen,1x,1,0,0,1,1
1,A23,Fomesafen,1x,2,0,0,1,1
1,A23,Fomesafen,1x,3,0,0,1,1
1,A23,Fomesafen,1x,4,0,0,1,1
1,A23,S-metolachlor,1x,1,0,0,1,1
1,A23,S-metolachlor,1x,2,0,0,1,1
1,A23,S-metolachlor,1x,3,0,0,1,1
1,A23,S-metolachlor,1x,4,0,0,1,1
1,A23,Mesotrione,1x,1,0,0,1,1
1,A23,Mesotrione,1x,2,0,0,1,1
1,A23,Mesotrione,1x,3,0,0,1,1
1,A23,Mesotrione,1x,4,0,0,1,1
1,A23,Fomesafen,3x,1,0,0,1,1
1,A23,Fomesafen,3x,2,0,0,1,1
1,A23,Fomesafen,3x,3,0,0,1,1
1,A23,Fomesafen,3x,4,0,0,1,1
1,A23,S-metolachlor,3x,1,0,0,1,1
1,A23,S-metolachlor,3x,2,0,0,1,1
1,A23,S-metolachlor,3x,3,0,0,1,1
1,A23,S-metolachlor,3x,4,0,0,1,1
1,A23,Mesotrione,3x,1,0,0,1,1
1,A23,Mesotrione,3x,2,0,0,1,1
1,A23,Mesotrione,3x,3,0,0,1,1
1,A23,Mesotrione,3x,4,0,0,1,1
1,A27,Fomesafen,0.5x,1,0,0,1,1
1,A27,Fomesafen,0.5x,2,0,0,1,1
1,A27,Fomesafen,0.5x,3,0,0,1,1
1,A27,Fomesafen,0.5x,4,0,0,1,1
1,A27,S-metolachlor,0.5x,1,0,0,1,1
1,A27,S-metolachlor,0.5x,2,0,0,1,1
1,A27,S-metolachlor,0.5x,3,0,0,1,1
1,A27,S-metolachlor,0.5x,4,0,0,1,1
1,A27,Mesotrione,0.5x,1,0,0,1,1
1,A27,Mesotrione,0.5x,2,0,0,1,1
1,A27,Mesotrione,0.5x,3,0,0,1,1
1,A27,Mesotrione,0.5x,4,0,0,1,1
1,A27,Fomesafen,1x,1,0,0,1,1
1,A27,Fomesafen,1x,2,0,0,1,1
1,A27,Fomesafen,1x,3,0,0,1,1
1,A27,Fomesafen,1x,4,0,0,1,1
1,A27,S-metolachlor,1x,1,0,0,1,1
1,A27,S-metolachlor,1x,2,0,0,1,1
1,A27,S-metolachlor,1x,3,0,0,1,1
1,A27,S-metolachlor,1x,4,0,0,1,1
1,A27,Mesotrione,1x,1,0,0,1,1
1,A27,Mesotrione,1x,2,0,0,1,1
1,A27,Mesotrione,1x,3,0,0,1,1
1,A27,Mesotrione,1x,4,0,0,1,1
1,A27,Fomesafen,3x,1,0,0,1,1
1,A27,Fomesafen,3x,2,0,0,1,1
1,A27,Fomesafen,3x,3,0,0,1,1
1,A27,Fomesafen,3x,4,0,0,1,1
1,A27,S-metolachlor,3x,1,0,0,1,1
1,A27,S-metolachlor,3x,2,0,0,1,1
1,A27,S-metolachlor,3x,3,0,0,1,1
1,A27,S-metolachlor,3x,4,0,0,1,1
1,A27,Mesotrione,3x,1,0,0,1,1
1,A27,Mesotrione,3x,2,0,0,1,1
1,A27,Mesotrione,3x,3,0,0,1,1
1,A27,Mesotrione,3x,4,0,0,1,1
1,A31,Fomesafen,0.5x,1,0,0,1,1
1,A31,Fomesafen,0.5x,2,0,0,1,1
1,A31,Fomesafen,0.5x,3,0,0,1,1
1,A31,Fomesafen,0.5x,4,0,0,1,1
1,A31,S-metolachlor,0.5x,1,0,0,1,1
1,A31,S-metolachlor,0.5x,2,0,0,1,1
1,A31,S-metolachlor,0.5x,3,0,0,1,1
1,A31,S-metolachlor,0.5x,4,0,0,1,1
1,A31,Mesotrione,0.5x,1,0,0,1,1
1,A31,Mesotrione,0.5x,2,0,0,1,1
1,A31,Mesotrione,0.5x,3,0,0,1,1
1,A31,Mesotrione,0.5x,4,0,0,1,1
1,A31,Fomesafen,1x,1,0,0,1,1
1,A31,Fomesafen,1x,2,0,0,1,1
1,A31,Fomesafen,1x,3,0,0,1,1
1,A31,Fomesafen,1x,4,0,0,1,1
1,A31,S-metolachlor,1x,1,0,0,1,1
1,A31,S-metolachlor,1x,2,0,0,1,1
1,A31,S-metolachlor,1x,3,0,0,1,1
1,A31,S-metolachlor,1x,4,0,0,1,1
1,A31,Mesotrione,1x,1,0,0,1,1
1,A31,Mesotrione,1x,2,0,0,1,1
1,A31,Mesotrione,1x,3,0,0,1,1
1,A31,Mesotrione,1x,4,0,0,1,1
1,A31,Fomesafen,3x,1,0,0,1,1
1,A31,Fomesafen,3x,2,0,0,1,1
1,A31,Fomesafen,3x,3,0,0,1,1
1,A31,Fomesafen,3x,4,0,0,1,1
1,A31,S-metolachlor,3x,1,0,0,1,1
1,A31,S-metolachlor,3x,2,0,0,1,1
1,A31,S-metolachlor,3x,3,0,0,1,1
1,A31,S-metolachlor,3x,4,0,0,1,1
1,A31,Mesotrione,3x,1,0,0,1,1
1,A31,Mesotrione,3x,2,0,0,1,1
1,A31,Mesotrione,3x,3,0,0,1,1
1,A31,Mesotrione,3x,4,0,0,1,1
1,A34,Fomesafen,0.5x,1,0,0,1,1
1,A34,Fomesafen,0.5x,2,0,0,1,1
1,A34,Fomesafen,0.5x,3,0,0,1,1
1,A34,Fomesafen,0.5x,4,1,0.0105,0.857142857,0.984996249
1,A34,S-metolachlor,0.5x,1,0,0,1,1
1,A34,S-metolachlor,0.5x,2,0,0,1,1
1,A34,S-metolachlor,0.5x,3,0,0,1,1
1,A34,S-metolachlor,0.5x,4,0,0,1,1
1,A34,Mesotrione,0.5x,1,0,0,1,1
1,A34,Mesotrione,0.5x,2,0,0,1,1
1,A34,Mesotrione,0.5x,3,0,0,1,1
1,A34,Mesotrione,0.5x,4,0,0,1,1
1,A34,Fomesafen,1x,1,0,0,1,1
1,A34,Fomesafen,1x,2,0,0,1,1
1,A34,Fomesafen,1x,3,0,0,1,1
1,A34,Fomesafen,1x,4,0,0,1,1
1,A34,S-metolachlor,1x,1,0,0,1,1
1,A34,S-metolachlor,1x,2,0,0,1,1
1,A34,S-metolachlor,1x,3,0,0,1,1
1,A34,S-metolachlor,1x,4,0,0,1,1
1,A34,Mesotrione,1x,1,0,0,1,1
1,A34,Mesotrione,1x,2,0,0,1,1
1,A34,Mesotrione,1x,3,0,0,1,1
1,A34,Mesotrione,1x,4,0,0,1,1
1,A34,Fomesafen,3x,1,0,0,1,1
1,A34,Fomesafen,3x,2,0,0,1,1
1,A34,Fomesafen,3x,3,0,0,1,1
1,A34,Fomesafen,3x,4,0,0,1,1
1,A34,S-metolachlor,3x,1,0,0,1,1
1,A34,S-metolachlor,3x,2,0,0,1,1
1,A34,S-metolachlor,3x,3,0,0,1,1
1,A34,S-metolachlor,3x,4,0,0,1,1
1,A34,Mesotrione,3x,1,0,0,1,1
1,A34,Mesotrione,3x,2,0,0,1,1
1,A34,Mesotrione,3x,3,0,0,1,1
1,A34,Mesotrione,3x,4,0,0,1,1
1,A35,Fomesafen,0.5x,1,0,0,1,1
1,A35,Fomesafen,0.5x,2,0,0,1,1
1,A35,Fomesafen,0.5x,3,0,0,1,1
1,A35,Fomesafen,0.5x,4,0,0,1,1
1,A35,S-metolachlor,0.5x,1,0,0,1,1
1,A35,S-metolachlor,0.5x,2,0,0,1,1
1,A35,S-metolachlor,0.5x,3,0,0,1,1
1,A35,S-metolachlor,0.5x,4,0,0,1,1
1,A35,Mesotrione,0.5x,1,0,0,1,1
1,A35,Mesotrione,0.5x,2,0,0,1,1
1,A35,Mesotrione,0.5x,3,0,0,1,1
1,A35,Mesotrione,0.5x,4,0,0,1,1
1,A35,Fomesafen,1x,1,0,0,1,1
1,A35,Fomesafen,1x,2,0,0,1,1
1,A35,Fomesafen,1x,3,0,0,1,1
1,A35,Fomesafen,1x,4,0,0,1,1
1,A35,S-metolachlor,1x,1,0,0,1,1
1,A35,S-metolachlor,1x,2,0,0,1,1
1,A35,S-metolachlor,1x,3,0,0,1,1
1,A35,S-metolachlor,1x,4,0,0,1,1
1,A35,Mesotrione,1x,1,0,0,1,1
1,A35,Mesotrione,1x,2,0,0,1,1
1,A35,Mesotrione,1x,3,0,0,1,1
1,A35,Mesotrione,1x,4,0,0,1,1
1,A35,Fomesafen,3x,1,0,0,1,1
1,A35,Fomesafen,3x,2,0,0,1,1
1,A35,Fomesafen,3x,3,0,0,1,1
1,A35,Fomesafen,3x,4,0,0,1,1
1,A35,S-metolachlor,3x,1,0,0,1,1
1,A35,S-metolachlor,3x,2,0,0,1,1
1,A35,S-metolachlor,3x,3,0,0,1,1
1,A35,S-metolachlor,3x,4,0,0,1,1
1,A35,Mesotrione,3x,1,0,0,1,1
1,A35,Mesotrione,3x,2,0,0,1,1
1,A35,Mesotrione,3x,3,0,0,1,1
1,A35,Mesotrione,3x,4,0,0,1,1
1,A36,Fomesafen,0.5x,1,1,0.0167,0.878787879,0.968793796
1,A36,Fomesafen,0.5x,2,1,0.0048,0.878787879,0.991030552
1,A36,Fomesafen,0.5x,3,0,0,1,1
1,A36,Fomesafen,0.5x,4,0,0,1,1
1,A36,S-metolachlor,0.5x,1,0,0,1,1
1,A36,S-metolachlor,0.5x,2,0,0,1,1
1,A36,S-metolachlor,0.5x,3,0,0,1,1
1,A36,S-metolachlor,0.5x,4,0,0,1,1
1,A36,Mesotrione,0.5x,1,0,0,1,1
1,A36,Mesotrione,0.5x,2,0,0,1,1
1,A36,Mesotrione,0.5x,3,0,0,1,1
1,A36,Mesotrione,0.5x,4,0,0,1,1
1,A36,Fomesafen,1x,1,0,0,1,1
1,A36,Fomesafen,1x,2,0,0,1,1
1,A36,Fomesafen,1x,3,0,0,1,1
1,A36,Fomesafen,1x,4,0,0,1,1
1,A36,S-metolachlor,1x,1,0,0,1,1
1,A36,S-metolachlor,1x,2,0,0,1,1
1,A36,S-metolachlor,1x,3,0,0,1,1
1,A36,S-metolachlor,1x,4,0,0,1,1
1,A36,Mesotrione,1x,1,0,0,1,1
1,A36,Mesotrione,1x,2,0,0,1,1
1,A36,Mesotrione,1x,3,0,0,1,1
1,A36,Mesotrione,1x,4,0,0,1,1
1,A36,Fomesafen,3x,1,0,0,1,1
1,A36,Fomesafen,3x,2,0,0,1,1
1,A36,Fomesafen,3x,3,0,0,1,1
1,A36,Fomesafen,3x,4,0,0,1,1
1,A36,S-metolachlor,3x,1,0,0,1,1
1,A36,S-metolachlor,3x,2,0,0,1,1
1,A36,S-metolachlor,3x,3,0,0,1,1
1,A36,S-metolachlor,3x,4,0,0,1,1
1,A36,Mesotrione,3x,1,0,0,1,1
1,A36,Mesotrione,3x,2,0,0,1,1
1,A36,Mesotrione,3x,3,0,0,1,1
1,A36,Mesotrione,3x,4,0,0,1,1
1,A37,Fomesafen,0.5x,1,0,0,1,1
1,A37,Fomesafen,0.5x,2,0,0,1,1
1,A37,Fomesafen,0.5x,3,0,0,1,1
1,A37,Fomesafen,0.5x,4,0,0,1,1
1,A37,S-metolachlor,0.5x,1,0,0,1,1
1,A37,S-metolachlor,0.5x,2,0,0,1,1
1,A37,S-metolachlor,0.5x,3,0,0,1,1
1,A37,S-metolachlor,0.5x,4,0,0,1,1
1,A37,Mesotrione,0.5x,1,0,0,1,1
1,A37,Mesotrione,0.5x,2,0,0,1,1
1,A37,Mesotrione,0.5x,3,0,0,1,1
1,A37,Mesotrione,0.5x,4,0,0,1,1
1,A37,Fomesafen,1x,1,0,0,1,1
1,A37,Fomesafen,1x,2,0,0,1,1
1,A37,Fomesafen,1x,3,0,0,1,1
1,A37,Fomesafen,1x,4,0,0,1,1
1,A37,S-metolachlor,1x,1,0,0,1,1
1,A37,S-metolachlor,1x,2,0,0,1,1
1,A37,S-metolachlor,1x,3,0,0,1,1
1,A37,S-metolachlor,1x,4,0,0,1,1
1,A37,Mesotrione,1x,1,0,0,1,1
1,A37,Mesotrione,1x,2,0,0,1,1
1,A37,Mesotrione,1x,3,0,0,1,1
1,A37,Mesotrione,1x,4,0,0,1,1
1,A37,Fomesafen,3x,1,0,0,1,1
1,A37,Fomesafen,3x,2,0,0,1,1
1,A37,Fomesafen,3x,3,0,0,1,1
1,A37,Fomesafen,3x,4,0,0,1,1
1,A37,S-metolachlor,3x,1,0,0,1,1
1,A37,S-metolachlor,3x,2,0,0,1,1
1,A37,S-metolachlor,3x,3,0,0,1,1
1,A37,S-metolachlor,3x,4,0,0,1,1
1,A37,Mesotrione,3x,1,0,0,1,1
1,A37,Mesotrione,3x,2,0,0,1,1
1,A37,Mesotrione,3x,3,0,0,1,1
1,A37,Mesotrione,3x,4,0,0,1,1
1,A39,Fomesafen,0.5x,1,0,0,1,1
1,A39,Fomesafen,0.5x,2,0,0,1,1
1,A39,Fomesafen,0.5x,3,1,0.0651,0.966942149,0.937448955
1,A39,Fomesafen,0.5x,4,0,0,1,1
1,A39,S-metolachlor,0.5x,1,0,0,1,1
1,A39,S-metolachlor,0.5x,2,0,0,1,1
1,A39,S-metolachlor,0.5x,3,0,0,1,1
1,A39,S-metolachlor,0.5x,4,0,0,1,1
1,A39,Mesotrione,0.5x,1,1,0.0674,0.966942149,0.93523901
1,A39,Mesotrione,0.5x,2,0,0,1,1
1,A39,Mesotrione,0.5x,3,0,0,1,1
1,A39,Mesotrione,0.5x,4,0,0,1,1
1,A39,Fomesafen,1x,1,0,0,1,1
1,A39,Fomesafen,1x,2,2,0.0604,0.933884298,0.941964929
1,A39,Fomesafen,1x,3,0,0,1,1
1,A39,Fomesafen,1x,4,0,0,1,1
1,A39,S-metolachlor,1x,1,0,0,1,1
1,A39,S-metolachlor,1x,2,0,0,1,1
1,A39,S-metolachlor,1x,3,0,0,1,1
1,A39,S-metolachlor,1x,4,0,0,1,1
1,A39,Mesotrione,1x,1,0,0,1,1
1,A39,Mesotrione,1x,2,0,0,1,1
1,A39,Mesotrione,1x,3,0,0,1,1
1,A39,Mesotrione,1x,4,0,0,1,1
1,A39,Fomesafen,3x,1,0,0,1,1
1,A39,Fomesafen,3x,2,0,0,1,1
1,A39,Fomesafen,3x,3,0,0,1,1
1,A39,Fomesafen,3x,4,0,0,1,1
1,A39,S-metolachlor,3x,1,0,0,1,1
1,A39,S-metolachlor,3x,2,0,0,1,1
1,A39,S-metolachlor,3x,3,0,0,1,1
1,A39,S-metolachlor,3x,4,0,0,1,1
1,A39,Mesotrione,3x,1,0,0,1,1
1,A39,Mesotrione,3x,2,0,0,1,1
1,A39,Mesotrione,3x,3,0,0,1,1
1,A39,Mesotrione,3x,4,0,0,1,1
1,A41,Fomesafen,0.5x,1,0,0,1,1
1,A41,Fomesafen,0.5x,2,0,0,1,1
1,A41,Fomesafen,0.5x,3,1,0.2212,0.943661972,0.721612183
1,A41,Fomesafen,0.5x,4,0,0,1,1
1,A41,S-metolachlor,0.5x,1,0,0,1,1
1,A41,S-metolachlor,0.5x,2,0,0,1,1
1,A41,S-metolachlor,0.5x,3,0,0,1,1
1,A41,S-metolachlor,0.5x,4,0,0,1,1
1,A41,Mesotrione,0.5x,1,0,0,1,1
1,A41,Mesotrione,0.5x,2,0,0,1,1
1,A41,Mesotrione,0.5x,3,0,0,1,1
1,A41,Mesotrione,0.5x,4,0,0,1,1
1,A41,Fomesafen,1x,1,0,0,1,1
1,A41,Fomesafen,1x,2,0,0,1,1
1,A41,Fomesafen,1x,3,0,0,1,1
1,A41,Fomesafen,1x,4,0,0,1,1
1,A41,S-metolachlor,1x,1,0,0,1,1
1,A41,S-metolachlor,1x,2,0,0,1,1
1,A41,S-metolachlor,1x,3,0,0,1,1
1,A41,S-metolachlor,1x,4,0,0,1,1
1,A41,Mesotrione,1x,1,0,0,1,1
1,A41,Mesotrione,1x,2,0,0,1,1
1,A41,Mesotrione,1x,3,0,0,1,1
1,A41,Mesotrione,1x,4,0,0,1,1
1,A41,Fomesafen,3x,1,0,0,1,1
1,A41,Fomesafen,3x,2,0,0,1,1
1,A41,Fomesafen,3x,3,0,0,1,1
1,A41,Fomesafen,3x,4,0,0,1,1
1,A41,S-metolachlor,3x,1,0,0,1,1
1,A41,S-metolachlor,3x,2,0,0,1,1
1,A41,S-metolachlor,3x,3,0,0,1,1
1,A41,S-metolachlor,3x,4,0,0,1,1
1,A41,Mesotrione,3x,1,0,0,1,1
1,A41,Mesotrione,3x,2,0,0,1,1
1,A41,Mesotrione,3x,3,0,0,1,1
1,A41,Mesotrione,3x,4,0,0,1,1
1,A44,Fomesafen,0.5x,1,0,0,1,1
1,A44,Fomesafen,0.5x,2,0,0,1,1
1,A44,Fomesafen,0.5x,3,0,0,1,1
1,A44,Fomesafen,0.5x,4,0,0,1,1
1,A44,S-metolachlor,0.5x,1,0,0,1,1
1,A44,S-metolachlor,0.5x,2,0,0,1,1
1,A44,S-metolachlor,0.5x,3,0,0,1,1
1,A44,S-metolachlor,0.5x,4,0,0,1,1
1,A44,Mesotrione,0.5x,1,0,0,1,1
